ID,TARGET
1,0.377932613172963
6,0.2494414808627927
7,0.1820461131499411
11,0.770403815347175
16,0.5971385290148512
20,0.538803519815631
22,0.3911013390666157
24,0.481334349841706
27,0.5987448527023763
29,0.5696777421446177
30,0.5532073146050885
31,0.5508344360201113
35,0.5277967440475343
41,0.521847644998173
43,0.7056592887693667
48,0.5548308816853871
52,0.5895436324354923
56,0.6100956819202324
60,0.6745598849934726
64,0.7431208020314841
67,0.4556457324514689
69,0.5017009436065389
73,0.4910429362720919
74,0.4723424807301273
75,0.3735125913280192
78,0.6300299108739588
80,0.5735362721216238
82,0.5164941704468018
87,0.5336864246634536
88,0.565224609035845
95,0.5018577269345139
102,0.396144202135326
104,0.4988427571984143
109,0.536530291411932
120,0.4763541951933457
121,0.3297566228594899
123,0.5187917111521261
124,0.363224242065979
125,0.5212143394955218
126,0.4371055762242634
131,0.3680831657854628
133,0.3727857819147526
139,0.5278968865336057
140,0.406814121815455
142,0.4761359433459715
143,0.4929805433499482
145,0.2621932321725307
151,0.3990867187369091
152,0.3266721827945416
153,0.4444404169247018
155,0.3329375080531925
157,0.4125865794257271
172,0.4541054881566888
173,0.5510647477709661
174,0.4780830018951509
177,0.3334552657089912
179,0.3523861067735863
180,0.286329730230268
188,0.5327971286469457
190,0.4893550832297109
191,0.6564460075309053
194,0.5827142350076346
196,0.5171212804654501
203,0.4270306689822224
211,0.3405804313964536
213,0.4204822611471844
217,0.4319468746184458
218,0.4396561491032794
222,0.4162650354771092
223,0.5495401662366457
225,0.5161750462385091
228,0.6263454767672454
230,0.5316609733660577
234,0.3090456672065761
242,0.394595577316867
244,0.3852608759239885
249,0.4735619720899792
250,0.4489600955354625
253,0.4643322018550798
255,0.4804719872308521
261,0.1391294737420786
264,0.6020460018181344
270,0.3922119816367504
271,0.5472019032024017
273,0.3906149503694844
274,0.5282945591415638
278,0.4345695369215325
280,0.7621202639404481
284,0.538754760386476
299,0.5937220624805959
305,0.4823861033827935
307,0.4648312268372492
318,0.5267282326553773
323,0.5410266402506528
325,0.5324602680609463
326,0.4801886394888388
329,0.3907982252573459
334,0.5696635873639105
335,0.4715838203252032
339,0.3604200339271335
341,0.4515890973701497
345,0.4519313127958571
349,0.3556592540034559
354,0.6330487883088387
358,0.5681090705101683
363,0.5849409847675109
366,0.3962457268400337
369,0.6154170625007614
373,0.6448539498557698
374,0.6726963963934887
375,0.5872086538319079
378,0.4789482974279677
381,0.3476797793796313
383,0.5941929329481531
384,0.5529339218724125
385,0.4449050335025101
387,0.6726820372068976
392,0.5238118080641943
397,0.4604742525149996
399,0.537330879286928
403,0.6536322914122782
410,0.4279300203316653
411,0.3688457640750268
413,0.4981054868074744
414,0.580104201209525
416,0.5212746024479988
417,0.5890256289128469
418,0.4595656448286855
420,0.6650759912808887
425,0.7309817556585133
426,0.7795220274948725
427,0.4792495644052271
428,0.4658628441916953
431,0.3958208698907021
434,0.4517395417825469
437,0.6459422337173082
440,0.5919021199977268
441,0.508192542628644
445,0.7280329278296174
447,0.2939239956376366
448,0.2527307191415416
450,0.5962565962163797
452,0.1919225858270135
454,0.3367958275065947
461,0.5420318775550282
463,0.329352012444877
467,0.6340659713369149
471,0.329337926104331
475,0.3705758519527062
483,0.5841808484143742
484,0.6128317215345432
486,0.4718288584965585
491,0.428460603913837
492,0.5416450602750797
495,0.5738962732719719
501,0.4351501801046751
504,0.4242840401024261
508,0.4733458132466046
510,0.4846691046360226
513,0.4422512920357802
514,0.5439509217086518
524,0.6094136921840158
525,0.1985971642993726
528,0.6292418886700102
530,0.7842450572639919
537,0.6314235808579978
539,0.1908587094770002
544,0.5098150511548083
554,0.5315811969838062
555,0.5993257827340035
558,0.5220169081613757
559,0.4445515084818536
562,0.7097743721493831
564,0.5153551998002042
567,0.6278880778935936
569,0.6262414388137094
573,0.7252080540275856
577,0.5651670217959099
578,0.6128387620679717
585,0.53818023756868
589,0.6139177894653705
590,0.7888392425602543
591,0.7485186915607827
592,0.6605761685087596
593,0.5454123779499528
596,0.7048813334977437
598,0.5553604630022386
602,0.6096856887515782
604,0.462935067858634
608,0.5664618973593848
614,0.5707881505730097
617,0.450364927342569
619,0.4985362271330822
622,0.337931237550603
625,0.5092775130153618
629,0.5677574773007646
649,0.5554344731946899
657,0.64011036210331
658,0.5499947356260582
665,0.9481491928790376
668,0.4432795345689447
669,0.6009192058016406
672,0.579232855264114
673,0.4187442419403439
679,0.5234453407631185
683,0.6076799330207129
685,0.6914775231017837
687,0.7557449960649281
688,0.731433989350285
692,0.3285874220052514
697,0.3015514099257251
698,0.5639814366080755
699,0.2116869682694858
700,0.6067346053019836
702,0.8729581742924092
703,0.8432184336409136
704,0.7061811051638143
706,0.5331393462922158
707,0.4281001858006329
712,0.7992561094193618
716,0.4024368326528449
719,0.4395883197758638
721,0.3560388252786058
723,0.3258258343901095
726,0.5355530773623302
730,0.2735882682289723
734,0.2513865159659554
738,0.5553658582390142
740,0.5859202106344394
742,0.604015582083787
743,0.5278430618735307
745,0.3199667580315894
750,0.5338170541882679
751,0.4514174511335416
758,0.6456741514038845
763,0.4736267205470132
768,0.2435336017778938
769,0.6559848207511458
770,0.6423431362862866
773,0.5147786015140372
775,0.6687721541538807
776,0.6089352427473226
778,0.5148456707835266
782,0.5936598476527362
784,0.4962858360783165
790,0.5015662328044899
791,0.6265152221580448
792,0.5904880500541246
793,0.595860558735394
795,0.3947252021721839
798,0.1476570430856413
802,0.4876682374287596
803,0.5223461686694444
804,0.4543885267984083
807,0.5493499095269712
810,0.5303964557747357
812,0.6312943558146416
814,0.5833338477868892
815,0.6462503665404786
816,0.6447904763570116
817,0.7839680270085913
821,0.6685069897388609
824,0.6740770745979727
828,0.4026544554312752
846,0.5657314561650182
855,0.5585792532437845
863,0.4563541395818516
870,0.3427180073575903
872,0.5776816337416333
874,0.4183587783714482
876,0.5117049005748068
879,0.1848015458671101
880,0.4225632612157338
881,0.6273520354063591
882,0.6329173309765636
883,0.6185505570262742
885,0.3544231546307256
887,0.7655069972089885
890,0.3402660964494387
893,0.4393233801307526
897,0.755542065614204
898,0.6730476198241101
900,0.3990903648917733
903,0.4002501116833132
904,0.5577335575893991
911,0.2386321608120555
916,0.4022277873878583
920,0.4328517990451435
931,0.4358871225092009
932,0.4540215821179445
939,0.5679219668691802
941,0.480540185961487
943,0.5188340395374768
948,0.5154252170355152
949,0.4959039207121422
954,0.541424138345753
960,0.5711657589007901
962,0.5332496778843633
967,0.5128665498681297
968,0.5622866102550959
973,0.5547372085649563
975,0.5119530018697479
982,0.4618992077929986
983,0.4742201251690069
988,0.5075191327766211
996,0.5470240411637827
997,0.5399743836880716
1000,0.4776833298575376
1001,0.5014132971175215
1002,0.5335752993461182
1010,0.5480358637881919
1011,0.5591942572119769
1019,0.5509663718238017
1026,0.4981191823136736
1029,0.4803521066222336
1034,0.5198373181384142
1035,0.5194464571623384
1036,0.5336844907467477
1038,0.5879334985873594
1039,0.5100080211349652
1041,0.4999413580819439
1042,0.552728797663916
1043,0.5362628359357903
1044,0.528474591817033
1047,0.5232185359727376
1058,0.5020053864282918
1060,0.5874931211759125
1061,0.5192627980624192
1062,0.4787487061988338
1063,0.5507861217438176
1074,0.5441972688995498
1082,0.55227402800044
1083,0.5609105358238398
1084,0.5632396724320174
1085,0.5419996092872591
1087,0.5506778067823146
1107,0.5504147772855117
1112,0.546228573148279
1114,0.5065189845816627
1115,0.4955917497055634
1122,0.4821379216596388
1125,0.5060504916351756
1126,0.3949384945445086
1127,0.583261224726041
1129,0.463596642541117
1131,0.4773758702105483
1135,0.455765443127399
1151,0.5094974577193137
1154,0.5480858954647645
1155,0.4900456245031642
1158,0.4500204896076882
1161,0.3823835706068594
1164,0.4951446427036123
1167,0.4698225652992445
1171,0.467069266240649
1175,0.4783275658809458
1181,0.5020092020582937
1184,0.4669399440251682
1190,0.4545559213403795
1194,0.434842594012363
1196,0.431519465833897
1202,0.5390985592739892
1206,0.4889280430810472
1210,0.4185127768026955
1213,0.6090013242251896
1217,0.4101457126952074
1222,0.5087645218199678
1223,0.3860841831873379
1227,0.5054461507522872
1232,0.4866270013307803
1236,0.4543755627806559
1238,0.4667348404442076
1240,0.407060322970144
1243,0.4709904274603181
1245,0.4692326756683568
1246,0.4524994993953137
1247,0.5033980458927501
1251,0.4606945178006026
1257,0.6058787273496254
1259,0.4893421822834027
1264,0.4622414705046037
1268,0.5410745131967627
1272,0.579436574859088
1276,0.6263631740359347
1280,0.6113120071949834
1283,0.4067184578000974
1285,0.4846323450562371
1289,0.4455317788351778
1290,0.491187318952418
1291,0.5209830164620696
1294,0.5251118051425259
1296,0.4823207966095718
1298,0.4729003360567517
1303,0.5591138950982992
1304,0.4598140721364372
1311,0.4751543603873029
1318,0.5297566288327863
1320,0.5081662292768271
1325,0.5101310852452431
1336,0.4624174504991737
