ID,DE_CONSUMPTION,FR_CONSUMPTION,DE_FR_EXCHANGE,DE_NET_EXPORT,FR_NET_EXPORT,DE_GAS,FR_GAS,DE_COAL,FR_COAL,DE_HYDRO,FR_HYDRO,DE_NUCLEAR,FR_NUCLEAR,DE_SOLAR,FR_SOLAR,DE_WINDPOW,FR_WINDPOW,DE_LIGNITE,DE_RESIDUAL_LOAD,FR_RESIDUAL_LOAD,DE_RAIN,FR_RAIN,DE_WIND,FR_WIND,DE_TEMP,FR_TEMP,MARGINAL_GAS,MARGINAL_COAL
1054,-0.32274905228466105,-0.44333913538650915,-0.4788641751390622,-0.050571082696356746,0.7207276143749372,-0.39927640833982897,-0.6715772822322486,1.032659653933144,1.429048641605426,1.5388042094142853,0.09660848259666442,1.305092235988694,0.26576509713372126,-0.13547190963205857,0.5935960683369101,-0.6762975542441245,-0.5615303000602634,1.3733660418419902,0.6518302410453871,-0.3246289359413495,-0.12565167811518718,-0.549208087117293,-0.8543874740924661,-0.3749090750575449,-1.143357791835294,-0.07203414128827626,0.12798024270850866,-0.03810302688614796
2049,-0.6680030801715046,-1.0701043025032384,0.12863772997233658,-0.3413474053112663,-1.0145780463232048,-0.7126950782558515,0.03521333409412636,-0.04256181088731215,-0.6473186195784424,-0.321664507469792,-0.8628224404672677,-1.5674243084592954,-1.8030880609502404,1.6269960109791883,2.4357985308289996,-0.1708827929697836,-0.4252345663088121,0.1228040545554833,-0.5485647176119773,-1.148585906221199,-1.244183187040633,-0.7591312812220244,1.39923352379392,0.7100529275061643,0.4570341212641522,1.8786277712290511,-0.7002472269635639,-0.42743155135891786
1924,1.4368528463909405,2.1748718324556386,1.213139792057547,-0.3942433059948517,-1.5395847259432818,1.84807404530865,1.9053751337608997,2.014194349099986,2.393743114154019,-0.5946406116358282,0.63666153130245,-1.5833454506697218,1.2253917232912535,-1.27328950814409,-0.9071943547744054,-0.4182455158313407,-0.4537272603368231,0.8540996004106568,1.485604437703472,2.343973368374589,-0.44836095081439964,-0.3109334029335144,0.3361210966381232,0.3774072965597282,0.7199245445138285,0.11147594952238432,0.34442249288491533,0.3439436781176065
297,-2.09495282429047,-0.9022531495784015,-0.721114823257346,-0.011277979329540637,0.5973808753816288,-0.3444887270501412,-0.22102581402425275,-1.5809170198965639,-0.6944837680640796,-0.8338301997281038,1.1483906621819342,0.29102771198064425,-1.184756849220851,1.4065031034215179,-0.04191275496697485,-0.1469919059245501,-0.02651814728257917,-2.3864774502957093,-1.4838792286734905,-0.9185132345323656,-1.1127385684291462,-0.5013749280092175,-0.5704735104433133,-0.32912037919260534,0.36516227616202324,-0.43661402594473686,0.9832037665761671,0.6021281679834114
1101,-0.42119010663992856,-0.6496290326154742,-0.8098858357976126,-0.050571082696356746,1.003774063184787,-0.6375117063676959,-0.7014680945906427,1.3431894084142009,0.31521593423721084,-0.7065781812446885,-0.8523024693015968,0.5126046548074347,0.6466689458275099,0.417642794962988,0.1069138246996892,-0.8657105361529984,-0.8095849820595324,1.1627520948051904,0.5871754629335818,-0.41567425313879114,-0.5120237096267178,-0.4199747427011701,-1.1440698443638304,-1.0858709581265533,0.6449812577876399,0.7443078775428088,1.3207065801857605,2.414681966283535
1520,-1.0732478275440482,-0.8107643150782009,-0.5942054882004163,-0.9342179835764477,-0.1291471683540474,0.8855621671006161,-0.09773539627923279,-1.3053301829054398,-0.674566825132452,1.628954212583057,0.4609386077224129,-0.8317772876768146,-1.5280710337771946,1.7704039418039421,1.3399194877562333,-1.0564997007420325,-0.5414933151787682,-0.19183507423030213,-0.0856282697435566,-0.788710125326583,-0.9531563701488064,-0.19376437901928312,-0.9330852770496304,-0.9938030763737613,0.1007568941875085,0.4799288105283717,0.995017086442199,1.067348708796953
1546,-0.9836577874554204,-0.7149696114778912,0.5669121258125223,0.48480006067161124,-0.8769844403287018,0.04446831052913192,-0.3597097797362452,-1.2868510232972703,-0.6589904881160592,0.1871856855476368,-0.08366394043186376,-0.2335542538370901,-0.9341444793845801,1.2652806345324104,0.9995640526640024,0.3794557733556936,-1.0942943655005377,-1.8419048829196711,-1.4093539478200199,-0.4823736114676573,-1.6822149242293472,-0.5231709057945656,-0.39462981730869273,-1.2900630366150245,-0.5526172012027812,0.14511281030441567,1.3794736407028683,0.6058163588943887
1069,-0.14139766449724905,-0.5731972646892229,-0.37622057372128903,-0.050571082696356746,0.6034277634418098,-0.544857809067857,-0.6522606569755703,1.1408226424387935,1.6914995361069665,1.2296733754310007,0.05018209452387393,1.1489007398414957,0.3392228554960282,0.8800883770682613,0.19273070959838903,-0.8315938781265112,-1.011814941848824,1.223952094893981,0.5137528613766432,-0.29182111818030604,-0.7245598018431734,-0.05424009894952968,-0.7669101114010489,-0.4839319479696838,2.1074298328863033,0.9226535501198764,-0.0565228867013181,0.11942147175800366
1323,-0.6689287065334164,-0.6361972916912532,-1.09239862297081,-0.2822581105420033,0.41647470315295965,-0.17995055193203116,0.209572324747712,-1.1695212075844188,-0.655688304668584,-0.4956492771580347,-1.0883749209988878,0.5091161196501357,0.32050335067089514,0.42157295340188033,-0.3553118952832175,-0.15488772626152641,-0.9570703892355752,-0.08161580046264463,-0.3246075064108859,-0.3272920377223496,-0.16201745413697308,0.0054621867449104146,-0.33868287862629454,-0.9199412644118685,-1.0965202119483732,-1.6171760625111073,3.322448958552389,3.8253296515970043
1618,0.20376195871089217,0.31970564853297656,-0.30480159417438585,-0.41020156174619665,0.38692783963784366,0.9294017786863684,0.7048449149685699,0.4369366238172789,-0.6983674680935004,-0.6050607521071747,0.10330735186334018,0.00027595178100960066,0.3481703624482227,-0.6949807738679509,-0.6933479551079157,-0.7260179895576926,0.6848093197997704,1.0710780510886517,1.2712362718766441,0.20254970360680738,-0.9634491195693097,-0.7944065272341742,-0.8168294515972212,-0.8477299511747416,-0.4022801537228202,-0.4801171108639142,-1.3268137309574086,-0.9062296275955938
